Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,distance,hour_of_day,weekday,Delivery_Time
31,3.5,Stormy,Jam ,scooter ,Metropolitian ,0.09899494936611203,21,1,195
35,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,0.0424264068711932,19,1,225
20,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,0.12727922061358088,23,0,90
38,4.2,Fog,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,20,3,170
26,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,21,1,110
21,4.6,Fog,Low ,scooter ,Metropolitian ,0.1838477631085085,22,4,145
33,4.5,Sunny,Medium ,scooter ,Metropolitian ,0.15556349186103965,17,0,130
39,4.3,Stormy,Low ,motorcycle ,Metropolitian ,0.014142135623724367,10,4,170
20,5.0,Fog,Jam ,motorcycle ,Urban ,0.18384776310850975,19,1,195
26,4.6,Stormy,Low ,motorcycle ,Urban ,0.15556349186104218,22,2,90
26,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,0.12727922061357083,20,6,185
38,4.1,Windy,Low ,motorcycle ,Metropolitian ,0.08485281374237887,22,0,115
37,4.8,Sandstorms,Medium ,scooter ,Urban ,0.12727922061358088,17,2,29
29,4.6,Windy,Jam ,motorcycle ,Metropolitian ,0.042426406871191945,21,4,90
37,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,0.18384776310849843,23,5,205
25,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,0.09899494936612209,18,1,180
34,5.0,Fog,High ,motorcycle ,Metropolitian ,0.05656854249492762,12,2,150
35,4.4,Fog,Low ,motorcycle ,Metropolitian ,0.12727922061358088,23,4,160
30,4.6,Cloudy,Low ,van,Metropolitian ,0.0848528137423864,23,4,80
37,4.9,Fog,Low ,motorcycle ,Metropolitian ,0.028284271247458786,9,1,110
25,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.04242640687119446,19,5,85
31,3.9,Stormy,Jam ,scooter ,Metropolitian ,0.12727922061358088,21,2,155
27,4.2,Stormy,Low ,motorcycle ,Metropolitian ,0.07071067811865325,23,1,115
33,4.8,Stormy,Jam ,scooter ,Metropolitian ,0.15556349186103965,20,3,145
29,4.7,Stormy,Jam ,motorcycle ,Urban ,0.07071067811865325,20,4,125
39,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,0.09899494936611078,0,3,100
26,4.8,Fog,High ,motorcycle ,Metropolitian ,0.028284271247461298,11,0,115
28,2.8,Sunny,Low ,van,Metropolitian ,0.11313708498984645,23,0,175
23,4.7,Sunny,Medium ,scooter ,Urban ,0.09899494936611203,17,4,75
34,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,20,4,135
25,4.6,Windy,Jam ,scooter ,Metropolitian ,0.1838477631085085,19,2,115
30,4.3,Windy,Medium ,motorcycle ,Metropolitian ,0.11313708498984519,17,6,170
29,4.7,Fog,Low ,scooter ,Metropolitian ,0.07071067811865325,22,5,95
39,,Stormy,Low ,motorcycle ,Metropolitian ,0.18384776310850237,23,4,90
31,4.5,Cloudy,Jam ,motorcycle ,Metropolitian ,0.09899494936612209,21,5,42
33,5.0,Fog,Jam ,van,Metropolitian ,0.12727922061358088,19,6,235
28,4.9,Windy,Low ,motorcycle ,Other,0.18384776310849843,22,1,120
37,4.6,Fog,Jam ,motorcycle ,Metropolitian ,0.07071067811865074,19,3,170
26,4.9,Fog,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,15,5,120
28,4.8,Sandstorms,Medium ,scooter ,Metropolitian ,0.07071067811865325,17,1,115
24,5.0,Cloudy,Medium ,motorcycle ,Metropolitian ,0.08485281374237635,18,4,50
29,4.6,Fog,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,19,4,120
39,4.8,Stormy,Jam ,scooter ,Other,0.11313708498984519,19,2,30
32,4.8,Sandstorms,Low ,scooter ,Metropolitian ,0.014142135623724367,9,3,130
37,4.9,Fog,Medium ,motorcycle ,Metropolitian ,0.15556349186104218,18,2,180
29,4.9,Cloudy,High ,motorcycle ,Metropolitian ,0.05656854249491757,12,1,140
22,4.7,Fog,Medium ,motorcycle ,Metropolitian ,0.12727922061358088,18,1,210
20,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,0.11313708498984645,20,5,210
30,4.9,Windy,Medium ,scooter ,Metropolitian ,0.056568542494928875,15,1,170
23,4.9,Cloudy,Jam ,motorcycle ,Urban ,0.1131370849898477,19,6,39
34,4.8,Sunny,Medium ,scooter ,Urban ,0.0424264068711932,18,5,85
31,4.7,Sunny,High ,motorcycle ,Urban ,0.056568542494920084,13,5,115
24,5.0,Cloudy,High ,scooter ,Metropolitian ,0.05656854249492762,12,1,150
34,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,0.07071067811865199,18,0,105
33,5.0,Fog,High ,motorcycle ,Urban ,0.028284271247468833,11,5,160
21,5.0,Fog,Jam ,motorcycle ,Metropolitian ,0.04242640687119446,20,6,25
22,4.6,Sunny,Medium ,scooter ,Metropolitian ,0.09899494936611203,18,4,90
39,4.7,Fog,Low ,motorcycle ,Metropolitian ,0.11313708498984519,22,1,125
29,4.1,Windy,Jam ,motorcycle ,Metropolitian ,0.18384776310850975,21,4,180
32,4.8,Sunny,Medium ,motorcycle ,Urban ,0.09899494936612209,18,3,80
26,4.7,Sunny,Low ,motorcycle ,Metropolitian ,0.01414213562373095,9,5,60
37,4.9,Cloudy,Low ,motorcycle ,Urban ,0.15556278475586732,22,2,205
28,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247468833,8,3,85
28,4.9,Sunny,Low ,scooter ,Metropolitian ,0.014142135623733162,8,4,115
33,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,21,4,265
36,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,0.04242640687119446,17,1,120
29,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,0.028284271247458786,9,1,15
26,4.7,Windy,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,21,5,175
36,5.0,Sunny,Low ,motorcycle ,Metropolitian ,0.12727922061358088,22,6,115
24,4.7,Cloudy,Low ,motorcycle ,Urban ,0.028284271247468833,10,4,95
36,4.4,Stormy,Jam ,scooter ,Metropolitian ,0.09899494936612209,20,6,165
20,4.6,Stormy,Low ,motorcycle ,Metropolitian ,0.014142135623733162,8,0,85
37,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.09899494936612083,18,4,120
20,4.8,Stormy,High ,motorcycle ,Metropolitian ,0.05656854249491883,13,5,140
35,4.8,Stormy,Low ,motorcycle ,Metropolitian ,0.18384776310849843,23,2,115
27,4.8,Windy,High ,scooter ,Metropolitian ,0.05656854249492762,13,0,95
31,4.5,Fog,Low ,motorcycle ,Metropolitian ,0.028284271247468833,11,4,19
26,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247468833,8,0,120
32,4.6,Fog,Jam ,scooter ,Semi-Urban ,0.15556349186103965,20,4,220
25,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,0.05656854249491757,17,4,145
22,4.8,Cloudy,Jam ,scooter ,Metropolitian ,0.12727922061358088,20,2,180
22,4.7,Cloudy,Low ,van,Metropolitian ,0.183847763108511,23,2,26
39,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,0.07071067811865074,17,0,150
20,5.0,Sunny,Low ,van,Metropolitian ,0.0707106781186633,0,1,90
38,4.6,Fog,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,19,5,155
30,4.7,Sunny,Low ,motorcycle ,Urban ,0.028284271247458786,9,3,55
24,4.5,Windy,Jam ,van,Metropolitian ,0.0707106781186633,20,4,95
28,4.7,Windy,Medium ,scooter ,Metropolitian ,0.09899494936611203,18,6,135
32,4.9,Cloudy,Medium ,scooter ,Metropolitian ,0.1838477631084997,18,3,160
33,4.8,Stormy,Jam ,scooter ,Other,0.09899494936611203,20,6,145
31,4.9,Cloudy,High ,motorcycle ,Other,0.05656854249492762,12,3,145
38,4.2,Windy,Jam ,van,Metropolitian ,0.1131370849898476,19,2,215
28,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,16,3,55
31,4.2,Fog,Low ,scooter ,Metropolitian ,0.1131370849898565,23,1,185
20,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,2,70
38,4.9,Fog,High ,scooter ,Metropolitian ,0.028284271247460042,12,0,140
20,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,0.12727922061358088,20,2,140
35,4.9,Sunny,Low ,scooter ,Urban ,0.014142135623735673,10,0,60
27,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,0.09899494936611078,18,4,120
26,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.05656854249492762,16,0,110
25,4.4,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623735673,8,6,90
32,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,16,1,150
32,4.7,Fog,Jam ,scooter ,Metropolitian ,0.07071067811865325,20,2,165
20,4.8,Stormy,Medium ,van,Metropolitian ,0.18384776310849843,18,4,145
39,4.6,Cloudy,Medium ,van,Urban ,0.05656854249493013,16,6,85
33,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247458786,10,5,125
26,4.9,Fog,Low ,motorcycle ,Metropolitian ,0.07071067811865199,23,1,50
24,4.8,Fog,Jam ,scooter ,Metropolitian ,0.08485281374237635,21,4,150
34,4.9,Sandstorms,Medium ,scooter ,Metropolitian ,0.11313708498984519,17,4,125
34,4.4,Stormy,Jam ,scooter ,Metropolitian ,0.08485281374237635,20,4,165
38,4.8,Cloudy,High ,van,Metropolitian ,0.05656854249491757,13,5,150
32,4.7,Sunny,Jam ,scooter ,Urban ,0.12727922061358088,20,6,75
24,4.9,Sandstorms,Jam ,scooter ,Other,0.09899494936611203,22,5,75
30,4.7,Fog,High ,scooter ,Metropolitian ,0.05656854249491883,15,2,125
39,4.1,Windy,Low ,motorcycle ,Metropolitian ,0.028284271247468833,10,2,165
32,4.8,Fog,Medium ,motorcycle ,Metropolitian ,0.1838477631085085,17,3,210
39,4.4,Stormy,Medium ,motorcycle ,Urban ,0.05656854249492762,16,2,170
23,4.8,Fog,Medium ,scooter ,Urban ,0.07071067811865199,17,4,50
30,4.6,Stormy,Low ,motorcycle ,Metropolitian ,0.1555634918610409,0,0,90
21,4.9,Sunny,High ,scooter ,Urban ,0.014142135623734417,11,3,90
27,4.0,Cloudy,Jam ,motorcycle ,Urban ,0.1131370849898477,21,5,195
23,4.2,Fog,Jam ,scooter ,Metropolitian ,0.1131377920988368,19,3,190
32,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,0.0848528137423864,23,5,90
39,4.7,Fog,Medium ,scooter ,Metropolitian ,0.042426406871191945,17,1,85
27,3.1,Sunny,Low ,scooter ,Metropolitian ,0.12727922061358088,23,2,165
37,4.6,Windy,Medium ,motorcycle ,Urban ,0.07071067811866204,18,0,145
33,5.0,Fog,High ,motorcycle ,Other,0.028284271247458786,11,0,150
30,4.4,Sunny,Jam ,motorcycle ,Metropolitian ,0.18384776310850237,21,2,185
30,4.5,Fog,Jam ,motorcycle ,Metropolitian ,0.07071067811865325,19,5,140
23,4.5,Sunny,Low ,motorcycle ,Urban ,0.07071067811865477,22,0,85
38,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623735673,9,3,150
29,4.9,Stormy,Jam ,scooter ,Urban ,0.08485281374237762,21,6,75
25,4.7,Stormy,Medium ,scooter ,Metropolitian ,0.05656854249492762,15,0,145
36,4.7,Fog,High ,scooter ,Metropolitian ,0.05656854249492762,14,0,190
25,4.5,Stormy,High ,motorcycle ,Metropolitian ,0.014142135623733162,11,5,120
26,4.7,Sandstorms,Jam ,van,Metropolitian ,0.09899494936611203,19,4,140
26,5.0,Windy,Low ,scooter ,Metropolitian ,0.07071067811865325,23,6,85
35,4.9,Windy,Low ,scooter ,Metropolitian ,0.12727922061357083,22,4,100
36,4.4,Sandstorms,Jam ,scooter ,Urban ,0.0848528137423864,19,4,155
32,4.9,Windy,Low ,motorcycle ,Metropolitian ,0.014142135623734417,11,1,105
38,4.9,Windy,Jam ,scooter ,Metropolitian ,0.08485281374238891,19,1,140
37,4.5,Fog,Low ,motorcycle ,Metropolitian ,0.12727922061358088,23,0,140
25,4.8,Sunny,Low ,motorcycle ,Metropolitian ,0.028284271247468833,8,3,115
23,5.0,Stormy,Low ,motorcycle ,Metropolitian ,0.1131370849898477,22,4,75
29,4.7,Fog,High ,motorcycle ,Metropolitian ,0.014142135623725625,11,5,105
26,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,0.0707106781186633,20,2,140
25,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,19,3,105
28,4.7,Sandstorms,Jam ,motorcycle ,Urban ,0.07071067811865074,19,4,180
23,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.04242640687119446,23,0,75
22,2.6,Sunny,Low ,scooter ,Metropolitian ,0.09899494936612209,23,4,220
24,4.9,Cloudy,Low ,motorcycle ,Urban ,0.0848528137423864,23,5,50
32,4.7,Sandstorms,Jam ,scooter ,Metropolitian ,0.0989956564754193,20,0,125
37,4.3,Windy,Jam ,motorcycle ,Metropolitian ,0.08485281374238571,21,2,31
27,4.7,Windy,Jam ,motorcycle ,Metropolitian ,0.09899494936611203,19,2,90
32,4.9,Stormy,Low ,motorcycle ,Metropolitian ,0.028284271247458786,9,1,140
37,4.3,Cloudy,Low ,motorcycle ,Metropolitian ,0.18384776310849843,22,5,210
36,4.1,Fog,High ,van,Metropolitian ,0.0565685424949238,13,4,170
38,4.7,Stormy,Low ,van,Metropolitian ,0.014142135623734417,10,4,26
34,4.7,Sandstorms,Jam ,van,Metropolitian ,0.12727922061357083,20,6,125
34,4.6,Sandstorms,Jam ,scooter ,Metropolitian ,0.09899494936612083,20,2,125
23,4.7,Windy,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,20,4,105
33,4.2,Cloudy,Low ,motorcycle ,Urban ,0.1838477631085085,23,4,190
22,4.7,Windy,High ,motorcycle ,Urban ,0.05656854249492762,13,1,75
29,4.3,Stormy,High ,motorcycle ,Metropolitian ,0.05656854249492762,14,6,165
21,4.6,Sunny,Low ,motorcycle ,Urban ,0.08485281374238891,23,5,60
27,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247468833,9,5,90
39,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,17,2,37
32,4.6,Windy,Jam ,motorcycle ,Urban ,0.08485281374238891,22,1,165
27,4.9,Cloudy,High ,motorcycle ,Metropolitian ,0.05656854249493013,13,2,22
31,4.0,Fog,High ,motorcycle ,Metropolitian ,0.05656854249491883,14,3,155
22,4.8,Sunny,High ,van,Metropolitian ,0.05656854249492762,12,2,17
35,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,0.0707106781186633,18,1,75
27,4.7,Fog,Medium ,motorcycle ,Metropolitian ,0.08485281374238571,18,0,120
38,4.5,Sunny,Jam ,motorcycle ,Urban ,0.12727922061358088,19,4,85
22,4.6,Windy,Low ,scooter ,Metropolitian ,0.08485281374238766,22,0,90
38,4.5,Cloudy,Low ,scooter ,Metropolitian ,0.08485281374237635,23,1,18
34,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,0.04242640687119446,17,5,160
36,4.9,Cloudy,Medium ,scooter ,Metropolitian ,0.18384776310849843,17,6,215
36,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,0.05656854249492762,16,5,16
33,5.0,Sunny,Low ,van,Metropolitian ,0.028284271247458786,10,6,65
32,4.6,Cloudy,Low ,scooter ,Urban ,0.15556349186103965,22,5,125
21,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.08485281374238891,20,3,145
20,3.2,Sunny,Low ,motorcycle ,Metropolitian ,0.15556349186103965,22,6,220
29,4.3,Windy,Jam ,motorcycle ,Metropolitian ,0.12727922061357083,19,0,32
27,4.8,Stormy,Low ,scooter ,Metropolitian ,0.0424264068711932,23,5,90
36,4.5,Sunny,Medium ,scooter ,Other,0.05656854249492762,16,6,75
25,3.5,Sunny,Jam ,motorcycle ,Metropolitian ,0.0424264068711819,21,5,205
21,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,19,6,155
34,3.8,Windy,Jam ,scooter ,Metropolitian ,0.11313708498984519,20,4,205
21,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,19,2,105
36,4.6,Windy,Low ,van,Metropolitian ,0.09899494936611203,23,6,145
24,4.0,Cloudy,Jam ,scooter ,Metropolitian ,0.12727922061358088,19,2,210
34,5.0,Stormy,High ,motorcycle ,Metropolitian ,0.05656854249492762,12,4,170
31,4.5,Stormy,High ,motorcycle ,Metropolitian ,0.028284271247458786,11,0,145
24,4.9,Windy,High ,van,Metropolitian ,0.014142135623733162,11,3,95
25,4.8,Stormy,Medium ,van,Metropolitian ,0.09899494936612209,18,3,100
27,4.6,Cloudy,High ,scooter ,Urban ,0.05656854249492762,12,2,155
24,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,0.09899494936611203,22,2,115
26,4.7,Cloudy,Low ,scooter ,Urban ,0.18384776310849843,23,1,125
37,4.6,Cloudy,Low ,motorcycle ,Urban ,0.0707106781186633,22,6,95
22,5.0,Windy,Medium ,motorcycle ,Urban ,0.05656854249492762,15,1,110
31,4.7,Sunny,Low ,scooter ,Metropolitian ,0.08485281374238571,22,2,85
22,4.5,Fog,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,21,4,140
38,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.042426406871192854,20,4,140
22,4.7,Windy,High ,motorcycle ,Metropolitian ,0.028284271247458786,11,5,145
29,4.9,Cloudy,Low ,scooter ,Metropolitian ,0.1838484702166502,22,2,130
21,4.9,Cloudy,Low ,scooter ,Urban ,0.04242640687119446,23,3,75
29,4.7,Sunny,High ,scooter ,Other,0.028284271247470093,11,5,80
33,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,2,17
35,5.0,Stormy,High ,motorcycle ,Metropolitian ,0.028284271247458786,12,1,155
24,4.8,Fog,Jam ,van,Metropolitian ,0.04242640687119446,20,2,115
39,4.9,Sandstorms,Jam ,van,Metropolitian ,0.15556349186103965,21,0,125
25,4.9,Fog,Medium ,scooter ,Metropolitian ,0.042426406871191945,18,1,80
34,4.8,Sunny,High ,van,Metropolitian ,0.028284271247468833,11,4,95
26,4.6,Cloudy,Jam ,scooter ,Metropolitian ,0.1131370849898477,19,2,155
20,4.0,Fog,Jam ,motorcycle ,Metropolitian ,0.11313708498984519,19,3,155
37,3.9,Sandstorms,Jam ,van,Metropolitian ,0.15556349186103965,19,6,215
26,4.8,Windy,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,15,3,135
38,4.6,Sunny,Low ,motorcycle ,Metropolitian ,0.014142135623733162,8,3,120
25,4.9,Fog,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,20,3,210
20,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,0.09899494936612209,23,4,18
24,4.9,Sandstorms,Low ,scooter ,Metropolitian ,0.014142135623725625,10,1,75
39,4.6,Fog,Low ,scooter ,Other,0.014142135623733162,9,4,85
23,4.8,Sunny,Medium ,motorcycle ,Urban ,0.183847763108511,18,6,10
28,4.8,Stormy,Low ,motorcycle ,Metropolitian ,0.12727922061358088,0,2,105
34,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,0.12727922061357083,21,3,185
32,4.9,Windy,High ,motorcycle ,Urban ,0.028284271247458786,11,1,150
26,4.5,Fog,Low ,motorcycle ,Metropolitian ,0.09899494936611203,22,3,140
22,4.8,Stormy,Low ,van,Metropolitian ,0.15556349186103965,23,4,85
36,4.9,Sandstorms,Low ,scooter ,Metropolitian ,0.12727922061358088,22,0,85
30,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,0.09899494936611203,19,6,145
23,4.8,Sunny,Low ,scooter ,Urban ,0.042426406871191945,22,1,80
27,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623725625,10,1,90
38,4.9,Windy,Medium ,motorcycle ,Urban ,0.15556349186103965,18,4,115
20,4.6,Sunny,Medium ,scooter ,Metropolitian ,0.1838477631085085,17,3,80
31,4.6,Cloudy,Jam ,motorcycle ,Semi-Urban ,0.18384776310849843,20,2,240
27,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623725625,9,6,130
21,4.7,Fog,Low ,scooter ,Metropolitian ,0.014142135623734417,10,5,50
28,4.4,Windy,Low ,motorcycle ,Metropolitian ,0.014142135623733162,9,3,80
25,4.5,Sandstorms,High ,scooter ,Metropolitian ,0.05656854249492762,12,2,50
33,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.1555634918610497,18,3,245
20,4.1,Sunny,Jam ,motorcycle ,Metropolitian ,0.042426406871191945,19,2,225
39,4.8,Windy,Low ,scooter ,Metropolitian ,0.028284271247458786,8,0,100
26,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,0.0565692496061289,15,0,75
24,4.5,Stormy,Low ,motorcycle ,Metropolitian ,0.014142135623733162,9,2,95
30,4.7,Sandstorms,Low ,scooter ,Metropolitian ,0.028284271247458786,9,3,145
38,4.7,Stormy,Medium ,scooter ,Metropolitian ,0.1555634918610409,18,0,105
27,4.6,Stormy,Jam ,scooter ,Metropolitian ,0.04242640687119446,21,5,90
29,4.9,Windy,Low ,scooter ,Urban ,0.028284271247458786,9,4,75
27,4.9,Sunny,High ,motorcycle ,Urban ,0.014142135623725625,11,1,95
33,4.7,Stormy,High ,motorcycle ,Metropolitian ,0.028284271247458786,11,1,150
29,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.1979898987322341,21,5,135
27,4.1,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.07071067811865325,22,6,180
37,4.2,Windy,Medium ,motorcycle ,Urban ,0.09899494936611203,18,2,235
37,4.7,Sunny,Jam ,van,Metropolitian ,0.183847763108511,19,0,120
34,3.7,Windy,Jam ,scooter ,Urban ,0.0989956564754193,20,2,220
26,4.5,Sandstorms,High ,motorcycle ,Metropolitian ,0.028284271247468833,11,4,11
25,4.9,Fog,Low ,motorcycle ,Metropolitian ,0.028284271247471345,10,3,50
27,4.6,Sunny,Jam ,motorcycle ,Urban ,0.07071067811865074,20,6,60
23,4.8,Sandstorms,High ,scooter ,Metropolitian ,0.05656854249492762,13,0,105
35,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,0.07071067811865325,18,3,26
29,4.2,Fog,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,20,5,220
35,4.6,Fog,Jam ,motorcycle ,Urban ,0.18384776310849843,20,2,205
35,3.9,Sandstorms,Jam ,scooter ,Metropolitian ,61.86167360450214,20,0,160
20,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,0.0848528137423864,20,0,140
30,4.5,Fog,Low ,scooter ,Metropolitian ,0.014142135623734417,9,5,95
33,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,17,0,120
30,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,0.18384776310849843,21,0,175
31,4.2,Cloudy,High ,motorcycle ,Metropolitian ,0.014142135623734417,11,1,170
28,4.5,Windy,Jam ,scooter ,Urban ,0.18384776310849843,20,0,75
33,4.6,Windy,Low ,scooter ,Metropolitian ,0.1979898987322341,22,2,125
31,4.8,Windy,Jam ,scooter ,Metropolitian ,0.0848528137423864,21,4,145
21,5.0,Fog,Medium ,motorcycle ,Metropolitian ,0.18384776310850096,18,3,205
22,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,0.1979898987322341,21,5,180
39,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.08485281374238891,19,6,145
36,4.4,Stormy,Medium ,motorcycle ,Metropolitian ,0.07071067811865325,18,1,155
24,4.9,Windy,Jam ,scooter ,Urban ,0.12727922061358338,20,2,130
36,4.6,Stormy,Low ,scooter ,Urban ,0.01414213562373095,9,6,100
38,5.0,Fog,Medium ,motorcycle ,Urban ,0.0565685424949238,16,6,90
34,4.1,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.18384776310849843,19,5,160
33,4.7,Windy,Medium ,scooter ,Metropolitian ,0.12727922061358088,17,3,115
35,5.0,Stormy,High ,motorcycle ,Metropolitian ,0.05656854249491757,15,4,135
21,4.6,Cloudy,Low ,scooter ,Urban ,0.028284271247458786,9,1,75
33,4.7,Windy,Low ,motorcycle ,Urban ,0.12727922061357083,23,0,125
36,4.6,Fog,High ,scooter ,Metropolitian ,0.05656854249491757,12,1,130
27,5.0,Fog,Low ,motorcycle ,Urban ,0.028284271247468833,10,4,85
35,4.8,Sunny,Medium ,scooter ,Metropolitian ,0.09899494936611203,18,2,130
24,4.7,Fog,Medium ,scooter ,Metropolitian ,0.18384776310849843,17,4,190
37,4.4,Stormy,Jam ,motorcycle ,Urban ,0.12727922061358088,20,2,210
39,4.8,Fog,Medium ,scooter ,Urban ,0.05656854249491757,15,1,90
20,4.8,Cloudy,Low ,van,Metropolitian ,0.09899494936610952,22,1,100
26,4.8,Stormy,Low ,motorcycle ,Urban ,0.014142135623735673,8,6,55
38,4.9,Sunny,Low ,motorcycle ,Metropolitian ,0.12727922061358088,22,5,120
37,4.8,Sunny,Medium ,scooter ,Urban ,0.07071067811865325,18,0,105
23,4.9,Cloudy,Medium ,scooter ,Metropolitian ,0.07071067811865074,17,1,65
30,4.8,Stormy,Low ,scooter ,Metropolitian ,0.028284271247468833,8,3,140
21,5.0,Fog,Low ,motorcycle ,Metropolitian ,0.014142135623733162,8,0,95
30,4.9,Cloudy,Medium ,scooter ,Metropolitian ,0.12727922061358088,17,0,165
24,4.1,Sandstorms,High ,motorcycle ,Urban ,0.05656854249491757,13,6,165
36,4.8,Fog,Jam ,motorcycle ,Metropolitian ,0.183847763108511,19,4,40
31,4.9,Fog,Jam ,motorcycle ,Metropolitian ,0.12727922061357083,19,2,210
26,4.6,Sandstorms,Medium ,motorcycle ,Urban ,0.0848528137423864,18,1,135
24,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,0.0707106781186633,17,1,130
29,4.7,Sandstorms,Medium ,motorcycle ,Urban ,0.09899494936612209,17,0,95
38,3.5,Stormy,Jam ,motorcycle ,Metropolitian ,0.1838477631085085,21,4,160
30,4.2,Windy,Low ,motorcycle ,Other,0.0707106781186633,23,2,115
39,4.2,Sunny,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,19,2,210
20,4.6,Fog,Low ,motorcycle ,Metropolitian ,0.18384776310849843,23,4,130
24,4.7,Stormy,Low ,motorcycle ,Urban ,0.014142135623733162,9,6,65
28,4.5,Sunny,Low ,motorcycle ,Metropolitian ,0.12727922061358088,0,3,105
30,5.0,Windy,Low ,van,Metropolitian ,0.014142135623734417,8,6,140
36,4.3,Windy,Low ,motorcycle ,Metropolitian ,0.014142135623725625,9,1,130
29,4.9,Sunny,Low ,van,Urban ,0.014142135623733162,10,3,16
23,4.2,Stormy,High ,motorcycle ,Metropolitian ,0.05656854249493013,12,4,185
32,3.8,Sandstorms,Jam ,motorcycle ,Urban ,0.1979898987322341,20,0,165
23,4.6,Stormy,Low ,motorcycle ,Metropolitian ,0.09899494936611203,23,2,105
31,4.4,Windy,Jam ,van,Metropolitian ,0.0848528137423864,19,0,170
37,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,0.12727922061357083,19,5,225
21,4.9,Cloudy,Low ,scooter ,Urban ,0.014142135623723113,9,1,80
